source_repository	source_path	source_revision	source_sha256	role	public_eligibility	canonical_counterpart	decision	evidence	validation	preservation
narikiri2-an9j-save-fix	analysis/generated-vbam-custom-glyphs.png	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	a7b3cbbeeb4d733f326cdb50da04d796ac7971269fa9940e216d99ac46624650	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/generated-vbam-firsts-a1.png	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	42a9a92b454518bd7317c89887f918b667d1d46919fc4ec95e68c3a993255f57	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/generated-vbam-firsts-kana-a8.png	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	714350a636bec596f643f2522ba0558999733851139247b501ca213ba6e5090f	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/generated-vbam-pairs-21-a.png	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	2d1b4b5127ffaef91808b36b20b9512d2ae828bc717019aa6503e12624b66749	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/generated-vbam-pairs-21-d7-df.png	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	f0dc9e77fd112eb9ebdeb50a605a2bf19fef0114df179b819652b9b472bf9f6d	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/generated-vbam-pairs-21-large.png	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	a5e5cb8eaac8f4e17c9a2e877de9e5e92d84775990d7786da61d365f8e84f239	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/generated-vbam-pairs-21.png	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	5d8d8ef086931ac3529e6a29ebc1ae010d42796e506c80e7019c13d578a2b5e2	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/generated-vbam-pairs-27.png	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	bfadf50a5c8654cf9c69833ec7bae1f03f22c52ba51ad994b3809dae6b02adc7	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/generated-vbam-pairs-known.png	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	50c1a7371cdc3cec27790d5b926ce3bb070e1fa273c40c90c14f9cf675fd47af	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/generated-vbam-pairs-special.png	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	9f6fcbeb1198722a458cd77ff40abfa16bc61b99414742b65f4c23b271b2fdd1	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/generated-vbam-poc2-names.png	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	03d74a17ac2754dc08884e671c42fa0b60e9b9db226229b031f3857a2f4c6bae	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/generated-vbam-singles-3b-7e.png	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	72a575f02568117ca4909cfbd92dee5c629330eefe23c067bd8e95ff6a336f23	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/generated-vbam-singles-a1-df.png	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	3e04f77f0a14101ed31b67f5ec6ed57e4ba15c32281487500fda508e3ccdec7e	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/generated-vbam-singles-grid.png	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	3ca59162f777cd79ef8d8811a14ff8655e9b41da2c0f2ce0d1e89b88f66cf74f	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/generated-vbam-ui-font.png	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	8edb819e004bb58bb5755c33b4eeadbe5309d09bad8fd45970a82aa4038f6046	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/generated-vbam-ui-tiles.png	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	d9d62ec85e713b11be54d9f5686bc060e11ec0696dc97333eb007312b5310fe0	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/glyph_coverage.csv	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	03f6655fe8786eaad2f4551c93699c65414e779ef2c58945b60658cd0b819ce6	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/input_verification.md	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	fc7de34308c3c4909272794b94102b036ee3b2ccd5f7b93c64167e68611c3296	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/intentional_residue_allowlist.yaml	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	9dcb904ab240a5118169894c6c9b5ce416c56788fecd376a2b2c93208c3d297a	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/item_name_renderer_issue.md	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	97e65fae3e97e63fe4a45151f10b808f59191800f49073e9d3d45470d452057b	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/item_name_spacing_audit.csv	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	8b64d698a4a2e870a5a4d0997f988075b66eaec11576aa26e135643ff4b756aa	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/item_name_spacing_dalmoori.csv	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	72e44b6656f0e1b6877859d7fe03a6e447fc7e440dd1eef717a75e546581417c	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/item_name_spacing_final.csv	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	26a41b0ec44af34e8d25fd48dc63df0aadaabbf3b1d8029316b5b94f3bf8052e	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/item_readability_revision.md	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	4f3e35707f9140a878d2ea47a7b2de1f0ca60f8bbb8c684c4adc62abc1a424b4	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/item_spacing_summary.json	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	ce01e5bb5e7406606396fb3027f2dd0fc68cbc2d8e4de66ff3fa4aafb5993233	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/item_text_entries.json	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	dfb9dd82c2fce3d40cb68cb08cdc97d33118e66ed7831596ce0fa760f04d8d3b	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/korean_glossary.csv	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	fa3168bd1b6625c57f50d9c805a08dd01cca1121af57abc4fd79e298cdc0e04c	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/legacy_history_audit.json	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	d6498a6c9403b9fee49e974822dfb066dd7e99f7ff6043a1544493ff576c68d8	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/missing_glyphs.csv	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	7a8e7f054eb911e284e23b713464227c7f7a3c037e54410046efefae3deb9bed	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/poc2_visual_acceptance.md	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	214175d421b440dd78f6b01d11f4000f065da1dba792ba9daca8a7fcb0f10868	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/pointer_relocations.csv	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	e4e5896dc40b3af7e0f9b236c725092ed9f34d4b7c33a7ac4f39be53c2369b49	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/private_font_extension_design.md	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	4e408d2b9585cb7b405058d7aac782b1dab9481f4b1afdd82a615a97e4140976	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/required_8x8_codepoints.csv	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	d59eadf6a58507fdea1f7e1e81d5a5532638a93913e20e4925a2076a154c386d	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/resume_unit_tests.txt	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	1841e95f59a380fa94d1648c083a3ecab4cec36eaf9c7743c42f0db60816f5e7	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/runtime_observations.md	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	5942a3f7e2990122d11b110e83a93123675dd2f66a5da2ff1bf5c01e42d98c26	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/save_compatibility.md	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	1db118b6c60e62614418da578a26a656793d6f4a0e796830ba8419b6c3c0eef4	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/save_root_cause.md	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	1a942f22d5809eceec0f2f079804ff42a17cac68c88132345dcab3a7f5e19655	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/save_test_matrix.csv	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	7a81f78269a911b55bb0cef4d17787c35d7bd5c1f90d9f91ddf6b101a8cbb4eb	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/text_encoding.json	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	bc39ee5f6fae2ad9a53af3157f747aaa9d082e8170afc65a46b2edf3c2c3f0fc	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/text_format.md	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	7fd9fe2c8f830485dbf8fe8f837d27d743dc35cf36889e34ee3f2147cd4e49f2	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/translation_review.csv	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	205aac039bf1d442bb37459782d50806ceab21236111a2cd619215ae48b6e552	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/translation_review_required.csv	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	9bf14d97f52a6f973e336db6d462de8dcb48c3fa023aa85be9ddfefadf2af485	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/untranslated_graphics.csv	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	9b51378442ed0a21d8de286f460090e6a5de9c96657e1b4b5da9aec7ffcce65b	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	analysis/untranslated_strings.csv	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	2bf73ae7c46d62e5a5922057ffa891d5045552bbe07cf47e3e10101a84de4ded	historical investigation/reference	NO: historical/private data not selected for publication		PRIVATE_ARCHIVE_ONLY	Preserved by SHA-256 in the private working-file manifest; not a current product dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	asm/banked_actor_format_string.s	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	d630bc433970419cdafa5af71bae608fd85a6e7852a30b7d07f45b116546486b	current implementation/input	Existing canonical authored source/contract	asm/banked_actor_format_string.s	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	asm/banked_actor_monster_init.s	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	e50862f4e3603f1a50e1f0643de51518898918af36e0428b1706b4e4f24582c0	current implementation/input	Existing canonical authored source/contract	asm/banked_actor_monster_init.s	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	asm/banked_actor_name_resolve.s	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	efd43e879850cca12fffc576a475a4e48ab2c3679fcf126ed65a720ae12193d8	current implementation/input	Existing canonical authored source/contract	asm/banked_actor_name_resolve.s	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	asm/banked_actor_name_store.s	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	2d4417b82903989eca513713e868303a3d2cbdc3300ed91a89673abfa927ac60	current implementation/input	Existing canonical authored source/contract	asm/banked_actor_name_store.s	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	asm/banked_actor_party_init.s	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	4092ece17616241397d4dcd166592eba36e5e9eedfde9b4f7a7e20af398d6715	current implementation/input	Existing canonical authored source/contract	asm/banked_actor_party_init.s	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	asm/banked_actor_small_entry.s	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	b44b5bec21c466ffe05efbd71cd73e71a250cc1748a0971c4cdcee7622747af8	current implementation/input	Existing canonical authored source/contract	asm/banked_actor_small_entry.s	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	asm/banked_battle_font_upload.s	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	70cf3f7d3f6c5eba653b475e9592450e09ff0e401ec532e6278245fe37525ccf	current implementation/input	Existing canonical authored source/contract	asm/banked_battle_font_upload.s	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	asm/banked_convert.s	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	c2ef26808fe06051c2491fca5c479b8304d539a0a146387ea7c5d643124af807	current implementation/input	Existing canonical authored source/contract	asm/banked_convert.s	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	asm/banked_decode.s	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	a67307c8134669eaefaa63810f40135774a19ef9373ecdbc4ffd68ade775544e	current implementation/input	Existing canonical authored source/contract	asm/banked_decode.s	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	asm/banked_full_name.s	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	98f5cb24f3510f866bb4abe8d0639576a823eb05d57901a381e3dde90c9fbe04	current implementation/input	Existing canonical authored source/contract	asm/banked_full_name.s	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	asm/banked_get_tile.s	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	d34d1ba9f0c2de7df560212d4061a488ead932c640737934443bee14385f0900	current implementation/input	Existing canonical authored source/contract	asm/banked_get_tile.s	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	asm/banked_name_commit.s	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	a39d283355414c7892f0950ebd1e10f74b973a654c9e82aa2f32fe586780359a	current implementation/input	Existing canonical authored source/contract	asm/banked_name_commit.s	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	asm/banked_name_import.s	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	66262af1b6bff876a8460ccba91f83b49eb5a11b9d00593f37f73ad7d28d51fb	current implementation/input	Existing canonical authored source/contract	asm/banked_name_import.s	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	asm/banked_name_init_first.s	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	67feb8bc5d4a547b03c7e95b37f412aadf046a406b23a7c5d0e061ec6472daf9	current implementation/input	Existing canonical authored source/contract	asm/banked_name_init_first.s	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	asm/banked_name_init_second.s	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	71b0a1a1e24ec41a3183eadf208661db93b51d198056031ebae2e0b585c75966	current implementation/input	Existing canonical authored source/contract	asm/banked_name_init_second.s	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
