id	storage	source_pointer	source_sha256	text
ARTE_001_FULL	00374A50	08804472	3ee991ef664c3ac67c20fff4cbed4749d609d6f21cdd95820cd008413869355e	어스퀘이크
ARTE_002_FULL	00374A64	0880444C	dfe1745dbcd6e9358ab332eb124962e71dea04f17e38ac3a2151c8579ad9eec9	아이시클 폴
ARTE_003_FULL	00374A78	0880440C	4ec227fcdd1249c0df01f58b90610a858d8ba7171fc5f526d910555c8a6d3b36	아이스 토네이도
ARTE_004_FULL	00374A8C	088043E4	50f05410f5d99ada8203f21f3ff9c82d68e34b734030ebb40d6ee7f45816ffa1	애시드 레인
ARTE_005_FULL	00374AA0	088043BE	274af8891dd94995db87240badf2ec5911775de38be793dc96630194488a7091	아스카
ARTE_006_FULL	00374AB4	08804396	9f3ff554d6820a57b8a7099eef39849c9eac25ff7a47f6f0be8c8517932d36d8	이프리트
ARTE_007_FULL	00374AC8	0880437A	98bc22ae2325f89fed0d2f75a9e0a82397466f3119517778c7944d8e18ced94d	이럽션
ARTE_008_FULL	00374ADC	08804350	26c4f994517b80f5a6d60cc1bd08af78213f0943f6d72ba67d28408472f035c6	인디그네이션
ARTE_009_FULL	00374AF0	08804328	a3004cdab77f252da6be327cfd68bcd0cbd90caece47dc290b3bb94495ce6641	월윈드
ARTE_010_FULL	00374B04	08804302	f5b1d36af2b0672e611249027b28144984ac18b945cc7e922621a45907c9964e	볼트
ARTE_011_FULL	00374B18	088042EA	de1201bc79c04734e4a6dbf8b645992c3515fe255566b9813d2bddf5efc4b945	운디네
ARTE_012_FULL	00374B2C	088042CC	f0b3290adf6b4549405fc8a09ea793fd0b5e3a985f784b68fb83075dffc93cb2	익스플로드
ARTE_013_FULL	00374B40	088042A2	eb0e5e38a021f8c8196bd95679141ef1efc2fdefefa56291401b0220198abe4e	오리진
ARTE_014_FULL	00374B54	08804286	f9c49aa419096dc2c305259643d65e9482ad6f7680e26ecdb60470a3490c75fc	갓브레스
ARTE_015_FULL	00374B68	0880425A	ed51ff54f65a1888bba1c356457a3a18d6d105be1a48e2125869f535ffede645	사이클론
ARTE_016_FULL	00374B7C	08804230	caabdef22cf308a07cdd78d499830fbb334fbffbea3179640ca633e1bc648183	썬더 블레이드
ARTE_017_FULL	00374B90	0880420E	4a6871d504be19d55ed344c5250a41c183c403c1cd50034ff45cbb8753d20605	샤프네스
ARTE_018_FULL	00374BA4	088041E8	d98c727f7fcb1acac0cc943071a56f35fbc128d98daf0c4285f59e4b68657d03	쉐도우
ARTE_019_FULL	00374BB8	088041CA	22f50a500497a1d5d03169df441c70c0273ddd666f15e531f96dbb5ba4f0a9c4	슈팅 스타
ARTE_020_FULL	00374BCC	088041AC	0e56fda361240c3673e0e8fe430a5adafef1e691a93c1fc6a3dc966f4149203a	실프
ARTE_021_FULL	00374BE0	08804196	276acbe1becda2cf4c1ee443120f87efef4ea27fb8f3ee0184896a7d06b6b79b	스톰
ARTE_022_FULL	00374BF4	0880416A	ff2c3ea3fa2ec55dfe7ce9f37526445fdce11cb9735cd624c2347cdff0736e68	스톤 월
ARTE_023_FULL	00374C08	0880413A	cd8fe2b28656c00af12e56ceb214149a18851f54fabc68280433c9f5cab70de5	스톤 블래스트
ARTE_024_FULL	00374C1C	0880410C	68ec23205a1f901340759a0ff0e3c03b51cbc75890178b7e6600c4191c65eb56	스프레드
ARTE_025_FULL	00374C30	088040E4	e218554b54d1a9b40d3373c5449c90234f1dc31d58e979302ef9d1efa8ec5aa6	타이달 웨이브
ARTE_026_FULL	00374C44	088040BE	24f68e2b97f734d2124034cfa786afe9fcee15dce9303d4fdb5e1cea494c7e44	타임 스톱
ARTE_027_FULL	00374C58	08804098	84bb9a1f058872eb8a7217f26fffa245496c97365e86e8b0be51c68622301e9e	디스펠
ARTE_028_FULL	00374C6C	0880405E	f4e445db37cceafca13ba04393194ff8e60912112d6c46358a476a924f63660b	디바인 파워
ARTE_029_FULL	00374C80	08804032	794ae4745dc7ae14d72d806c569d5fd365bbdf96107820fc1cb3b8bc5a5f2c32	테트라 스펠
ARTE_030_FULL	00374C94	08804027	9c69ba8d741f73cb9bdc560898b016d1b5125cbacfab37a0737d50f03441cb41	데몬즈 랜스
ARTE_031_FULL	00374CA8	08803FF7	c16bb8950919a4f357530e9ece2456b9f55087779055f0be176933244307e7a1	템페스트
ARTE_032_FULL	00374CBC	08803FC1	b9075373224f1462bba40ae2e1babc2cd16bdedd55744fb704c052f4020b4f48	트랙터 빔
ARTE_033_FULL	00374CD0	08803F99	eaea5453ad43a4bc5e43524118d9e5db84cd959a7c2b8fdf479260f0785dbe2c	너스
ARTE_034_FULL	00374CE4	08803F75	9c6eee846a8e4652e7c5292112a4a4df9b3708123ff515024dd1fc3abd4b4bd4	노움
ARTE_035_FULL	00374CF8	08803F5F	3150d3d7c6813a999f654aa2de55e4aa5869772ca13a6a2f05c2a39dde7c5755	배리어
ARTE_036_FULL	00374D0C	08803F3B	ebc9ae8dd1e9300a18ff417d4ea8e74afff7b7556d00a3d68d804c73c70b723d	빅뱅
ARTE_037_FULL	00374D20	08803F0B	99b03a281fe98da06da23cbf5df0979845a6d7c92a9163bb60adb7a724c8a21c	파이어 월
ARTE_038_FULL	00374D34	08803EDB	6fb46e177a9a4c358a8f97572356e02bedce669b8bcf7e666acab85ae4301d98	파이어 스톰
ARTE_039_FULL	00374D48	08803EA9	46a52c8ce2bd4e601889495c27d62eb3343d07b7a5b3d43e6b2c894bb42917e4	블랙홀
ARTE_040_FULL	00374D5C	08803E73	97441c3b000ee4e9778cd78539c947b06ede549d2a6387a1c7b66f6a61224a03	프리즈 랜서
ARTE_041_FULL	00374D70	08803E43	65e2435a99aa7f154f557887a0e14ee62b27334adb801c70edf9d51662fe334d	블리자드
ARTE_042_FULL	00374D84	08803E1F	dd2d5e53232eabda955b78d447df34aebf89b3b9c6102d502e5c07d6e60084f9	플레임 월
ARTE_043_FULL	00374D98	08803DEB	89be82280158e51320eda20f2095c5626e1c6a44343ead567b3e880b08333271	프레스
ARTE_044_FULL	00374DAC	08803DBB	b61978983746c804354370416260ab35eed7354aa06d089a184c0239df630872	홀리 랜스
ARTE_045_FULL	00374DC0	08803D8F	ffd1d8c57645cd28d7666e8e5987d078ebd574c4756fcb61186a80523b2509b7	맥스웰
ARTE_046_FULL	00374DD4	08803D71	01da1fbe8b40037d20611ee1abf1670395930616c33eaad4e5b31914f66b7e8b	메일스트롬
ARTE_047_FULL	00374DE8	08803D3D	c49a44c1f6440ea72b63cdf88ef2598fb2a7c373d61b4358e72b7a9955b87b05	메테오 스웜
ARTE_048_FULL	00374DFC	08803D0D	08be56639ead7f1088302c800afb0a9b71b031484631fce3c08d054c34e6e597	리커버
ARTE_049_FULL	00374E10	08803CE5	d7d9e4651172f1ce4e5f59d789d42f13b5c686bba36f09d00475094224d79990	루나
ARTE_050_FULL	00374E24	08803CBF	58bb8c629ca27919800b58f499f77fd3045fff53443cda7295771dd67ae6b26b	레이
ARTE_051_FULL	00374E38	08803C83	00d4ebe64dfc95fbe337adebc0ba88445cab68f5719d6ebd32292bb2ff9593a5	레이즈 데드
ARTE_052_FULL	00374E4C	08803C4D	228304fe1957106acb1312b2a282675ac8a8e917da91f55f40316995b33cc2a6	록 브레이크
ARTE_053_FULL	00374E60	08803C19	3a720f69afc1424dab1daf47ffd71ed20390d19a050c5025f5e845722f06cf95	홀리 브레스
ARTE_054_FULL	00374E74	08803BF5	6f5c9baeb50fd3d6ed9e26acfed6302bf657c75931fb69c8a93377867282e97c	딜레이
ARTE_055_FULL	00374E88	08803BBD	9dd19e993ff7c94db592a1e56f96bedf51a47d63b568a425a83c3acf20ef075a	스트래그네이션
ARTE_056_FULL	00374E9C	08803B8B	01e43d38985a8419e67d9617861591ae1a4e5389518e3a2563e4af5d6fd741f8	파이어 볼
ARTE_057_FULL	00374EB0	08803B63	14b19da1e94b4d96f2e9f336682a5a2a8374c296cfbc2634eedc1f407dbfa09e	아이스 니들
ARTE_058_FULL	00374EC4	08803B3F	7135a835782fc0cadbcdab52852569b2a83072a59063958ee2ba4c0091a42612	라이트닝
ARTE_059_FULL	00374ED8	08803B1F	596528ba0c6ef517f42a364eb015a124120f37e1adadb79e934d11265d59803e	그레이브
ARTE_060_FULL	00374EEC	08803AEF	59be5be465773c3798d766f87e6ab9d87fe0d61b63dbbe67b80a14d37509e396	퍼스트 에이드
ARTE_061_FULL	00374F00	08803AC9	4f98901318766307a6c15f6a3ce84ab3d3145262f252b59b8c8d66fd08eb195f	힐
ARTE_062_FULL	00374F14	08803AA1	6653e99811bd8da425f9ba0a887b6d2df4a790c58a0ef6bbd45e6d52a009eefe	큐어
ARTE_063_FULL	00374F28	08803A77	0d0b7e26fceb53c388df06586a40a649c07da0a20116034d79d8e162d173e25a	안티도트
ARTE_064_FULL	00374F3C	08803A57	0a48995721004b4f5d871141e86426ebd0498be207bee62f445b9e79b4faf5b8	피코한
ARTE_065_FULL	00374F50	08803A37	185566bc982ca12309d26f9485a6cf65af9524c91c62893aaa8f480375ac488c	사일런스
ARTE_066_FULL	00374F64	08803A0F	a643e0f1ba332cd63252ccf4410e47b373bc7c7cb01942f4ca343486fddaed7f	윈드 애로
ARTE_067_FULL	00374F78	088039D5	a88ca27b0cdb922f4c94dd31be8deaa2f2876f694130c5b156870eb89ef4c06c	스트림 애로
ARTE_068_FULL	00374F8C	08803995	38c61bea23518e0a8e9b215b896017369f434e569bfbaa078b6bcf7ac3d17272	아쿠아 에지
ARTE_069_FULL	00374FA0	0880396F	16a07891fb731cc5e4a292d5ff372c09fe6a1c00e85f4afcbc87066534299663	윈드 커터
ARTE_070_FULL	00374FB4	08803943	8ce83bea2cde07546a971951cb83126e1cc7ca3923ee15108ff67684af0a8004	에어 블레이드
ARTE_071_FULL	00374FC8	08803921	7dde70ae15d9de291b693e196cd3423963a562429f82d089ea80835838e97999	추사우
ARTE_072_FULL	00374FDC	088038E9	33828d67cb9ed897a00239ba34617f6414c34c1d45b90589f7cca3e5281162d6	아쿠아 스파이럴
ARTE_073_FULL	00374FF0	088038BF	3f5b7bbc8ffa793da63a5d4ba034a5b7870749ed29defa74f24d14253a663e9d	명중 심포니
ARTE_074_FULL	00375004	08803891	5d39a268407243ece4fd4c013593fe393cb903dc6c5389dd86d7517d81954518	블러디 로즈
ARTE_075_FULL	00375018	0880385D	7bbc0fd40eb95c42991a1856644b7677e1693f26531a9a9f70434c784e7e9ad8	봄 레인
ARTE_076_FULL	0037502C	0880382D	cab98d2dd2ece6cc56578cfe3bd5d869cf7f4f16afca53917fabce57daa69df2	버닝 포스
ARTE_077_FULL	00375040	0880380D	854ffe9141e5c3320f838e157889a7d6e10098b60dd6bf3dae00f15851f6550f	회복 주사
ARTE_078_FULL	00375054	088037DB	6438e49a78776df00671893ad8cdec1e89a23201249c9cbed43838d173ca6c90	치유공
ARTE_079_FULL	00375068	088037D4	1ce07f19cc9690c31c747d86d5b0625637195243dd7547b585d4ce47c20c3076	코치한
ARTE_080_FULL	0037507C	088037AC	8926de7fc6769f2633eabd47fbc548f848883eddabc7d1d414b6d513dffda9ea	대소실
ARTE_081_FULL	00375090	0880377E	f117d7522e33457bbc213c48a1c4a4b9b5c51f2349e420cdc05989b200767e3e	단공검
ARTE_082_FULL	003750A4	08803748	d2c953d3c8344c75a35be3889ed1303240ba6b6f3d068dab86d15a516333de52	다오스 코레더
ARTE_083_FULL	003750B8	08803708	0819bb8c6c8cf45f4dc67bad490c03af89bf9196ea6b543b7e797d0ea98a0252	다오스 레이저
ARTE_084_FULL	003750CC	088036D0	42effb60f15cd1d6e0cd0fc14733d1410cb178ad52d7ea5c294539923b4f4d92	다크 이레이저
ARTE_085_FULL	003750E0	088036B4	d2986aa712298e310e0718a3d8c5aaf08bbdecd135897e17516f90881a57a2ed	탈출
ARTE_086_FULL	003750F4	08803690	4709c97408d1bee4e6d58a6610699da26ab76b5afcdb12abe11604bdc5cee14e	엘리멘탈 마스터
ARTE_087_FULL	00375108	08803664	0840ccc4bb2e4e7258f6dd47395b36f4f85493baa4d9ff695ac688f83c21bdfe	이스케이프
ARTE_088_FULL	0037511C	08803655	d291d38f8a122ec81167f5c458e56447ff2721fbcd9edbd0ffe260d83d6ed6e6	이터널 스로
ARTE_089_FULL	00375130	08803621	5664c7646b180debabce536062105cf04db390c0affacca13fed78f9900e7a38	풍인박봉
ARTE_090_FULL	00375144	088035FB	40abf25da7ad3f8bc24a35eb7767adf45d296ae677b2a2c55d470f3f15fdd128	풍신검
ARTE_091_FULL	00375158	088035C9	bb4577a9ab3c99b7a30d7d73340b4d28173f35be202302d0f5a63f62b718e6d6	트럼프 난사
ARTE_092_FULL	0037516C	088035A1	94cdf364f015207eb82a886f61dde7f96372b97818e1f7167c4080dfb07b948d	풍뢰신검
ARTE_093_FULL	00375180	0880357D	a017cb5879281a75eeda85c06d1adb4d01eec566847f5d505c58ef64d69c23a5	이상한 춤
ARTE_094_FULL	00375194	08803549	7bea4421ddc979bbaacac6aba9f2674b896effdd66d74cc6350bd1d7a5af789f	해독공
ARTE_095_FULL	003751A8	08803544	93da8e22fe4db1c18b1b93dc5fb8deb025d6d8cfafa86431f8c9caf396d8891a	환영
ARTE_096_FULL	003751BC	0880351A	ce54374607470bb696d3b91164a70de586d12cd103f78d3c498f9f90578ccc01	고고 삼바
ARTE_097_FULL	003751D0	088034F8	9822f9ab3307d96191f3edfabe6ec11d42904f5c4317dc02de93d835a22581ee	강 마신검
ARTE_098_FULL	003751E4	088034D4	d51815e07e387eb1e0bcdc08d48e49f2c98ae30e85132df1380cd8bf68ded3f4	굉천
ARTE_099_FULL	003751F8	088034A4	273bfbbe67390b700b1487c9361e002d73f4e3c9057b524a3b74e5a36fbbff09	강뢰검
ARTE_100_FULL	0037520C	0880347C	02eb9a1df249391b0c582e12d9b9a30cf5d32f128632e689703c05f7bb38a276	호열
ARTE_101_FULL	00375220	08803446	29458d576343a1c050bb130ea3d7f74921656649ff7b47b0427c2de93c74592f	강초래
ARTE_102_FULL	00375234	08803420	7c4edc62ff13ebafd0e7cffeac3628e45d15b2adceded974f2726f4071950cbf	극광검
ARTE_103_FULL	00375248	088033EE	4e4b5591462b80c46ca7e3989d1756fe6fe812bba8be97601adf0f04c58dcda7	그레이트 어퍼
ARTE_104_FULL	0037525C	088033D2	5f027408ef3ec4a7d305bb6043e4b0ddbb8088d9dfae14cdb48b4b219ef49419	홍련
ARTE_105_FULL	00375270	088033B0	d23a9826e0f7714d66de78d5d5adbb71876f0b406e30c94a48d51bab76de73ee	홍련검
ARTE_106_FULL	00375284	08803380	b540c8ac49de32efd57a47d18f5476da38aa0b226709e7f839641b499fcbc0cf	하가쿠레
ARTE_107_FULL	00375298	08803348	873bdea0269e7c94f63a5029f8c22a703c1d586553b0e04d37b71c851ff51241	헤비 봄버
ARTE_108_FULL	003752AC	0880330C	af000f01bcb4029324715752932da925671e8907e516d7b9fe974fe12e29c1e4	헬즈 허리케인
ARTE_109_FULL	003752C0	088032DE	fcf9f4e6f172f81e8218fca53dda6369bc0c79fb2201347562496da101e80496	하이드 파티
ARTE_110_FULL	003752D4	088032B0	51b7f5dc8bfb7164b23a794732f30f9472138e6997dd4a566e9bdbccbe1be708	비연
ARTE_111_FULL	003752E8	08803286	20cc331c8e18a893e5165cd9821157ce1dfca8ad4ebbfe3e30bc61d9a279da50	비연연각
ARTE_112_FULL	003752FC	0880324E	79167540288facb43484f69cd92bbea43b3724c509838334c5bd135f449c2ed3	비엽번보
ARTE_113_FULL	00375310	08803220	6e3fcaf68a2b4ec40251e789b2a01e5d7ba1a41b6305faa2dc3a1a73ca3d5e29	파고들기
ARTE_114_FULL	00375324	08803204	c25ff01c3fcffe021bc4e27ba8fa82faec98617043b19938a3e2f26060d760fc	봉황천구
ARTE_115_FULL	00375338	088031D0	04558d68bd4490a1af84998eff947505cecdb852aebd21eb5bf693761430971e	팬사우
ARTE_116_FULL	0037534C	0880319C	4b5ac8f3ee50984e3e548f203993019ab78009c46dd53a269e4ace34a2cb554a	빙습연격
ARTE_117_FULL	00375360	08803160	6ba6c8799559197c58d8d8381b3caf730aebf3889b1f19d4470d747a1afb6c02	박우
ARTE_118_FULL	00375374	0880311C	9ed37679f4a698609c732a2eed02e6165b0f31ee68321af81cc997dd114368e8	멋진 히프
ARTE_119_FULL	00375388	088030F2	ff21c09de4008e28c4b78cae7fd2785d999625044811e13c756595151c1eafe3	갬블
ARTE_120_FULL	0037539C	088030BC	ae7b1bcb6dad86e160efd52cb843aea6d72888904f026da9d850c023d647831c	인스펙트 아이
ARTE_121_FULL	003753B0	08803096	61ca77ae5e97b44fc5683abe1e88551c7d04688ea4575766db07ce71666858cd	반강 낙하
ARTE_122_FULL	003753C4	08803062	bb59ac0888db2813e37fcb6e7c70b4b4d92c058b901aafaafa182a9afa003857	차원참
ARTE_123_FULL	003753D8	08803030	1f232172034cee07df7bb21464e5c46071fbacc21d5dc1fb82e0a2350540498e	신뢰
ARTE_124_FULL	003753EC	08803004	46b0e96f930eecf0eb1fb730f67883fc326968d5256ffd6d0e1ee876aff60f14	지라이야
ARTE_125_FULL	00375400	08802FCE	5d5a24fce98fe755493a09cf8070a9522119bc9dd8487798c7fb4140fe96b3e8	유초래
ARTE_126_FULL	00375414	08802FAA	986a5c3792bc4011d2f8360c7143813930bba92f2b65e13189dd7c917509e0b8	양염
ARTE_127_FULL	00375428	08802F7C	a232f4fd2686b7880ef3f91bc7a64a06e5616d9bd6699b1332c87ce46f80fd9c	회생공
ARTE_128_FULL	0037543C	08802F6F	1addc30fbcbe7c3137b43c39d562f782d0adc8ebc9891170e5bf3dc63a712530	도깨비감투
ARTE_129_FULL	00375450	08802F6A	76ae7a910d194644ecfdd2afd4d447e6f6ea860bd5e6447f8cef4fee5b99a933	카마이타치
ARTE_130_FULL	00375464	08802F38	0cc529415d914d367336af7a6a0ef6e077ae990985eeeb355cdc01886c682fb2	회피 행진곡
ARTE_131_FULL	00375478	08802F2F	de8659d5ddf43c4668968091a185db78dc5a483598e0e7e1d8e132ea87973a46	호아파참
ARTE_132_FULL	0037548C	082BD510	e9d9a237585e1ebfe8a2c4648b07e5e537a3fa167d305da92bad01d0ca9e3f9a	황왕천상익
ARTE_133_FULL	003754A0	08802F03	f623144bf6544cf06678ec6db578dd7ab058142fe76d7b18e2821f9e613c1c11	공파절장격
ARTE_134_FULL	003754B4	08802EDB	dbf38130481dea331497f83cef63c5e6aede9922cf43e10452b97d97ee4115d1	공아승룡각
ARTE_135_FULL	003754C8	08802EBB	e3ee6233ba677bef7facb6b6ab1f57869f4eb1ad8722371a90dbea003503acd8	공습검
ARTE_136_FULL	003754DC	08802E83	4a6233a139b5b233eb8ac07fa8d120de4449a42480e8a1e06841459a94cb1a6c	공간상전이
ARTE_137_FULL	003754F0	08802E43	3afd7522707d6231f6ec6444dc200116ff89fddae8eba5cfed98aabfe9cbc4ab	마신검
ARTE_138_FULL	00375504	08802E15	a97622686b02f8884cf37abb10b5910148d10ddf63eda958ce61ecb47c18a830	마신검 개
ARTE_139_FULL	00375518	08802E08	de6ccd10d586548bee840e3df74e87559091991ce255cf0d18a4191ec2ca0ce6	마신검 쌍아
ARTE_140_FULL	0037552C	08802DE6	1c5273211e136bfc590a7c9040d36f301e6fd758e22e5cf61b2e6055cf93960c	마신쌍파참
ARTE_141_FULL	00375540	08802DB4	26e03215ecbc83d9d517c55e8409045e1e50b44cd48ae7e89dacd7fb681c43a7	마인암
ARTE_142_FULL	00375554	08802D84	d4991d40cc9c757002d5b7afd90690eef4c4be10ad867cb618a2313d700b4c26	만주사화
ARTE_143_FULL	00375568	08802D56	872b0c031a0e8c009ea5206a35bc8917c27a78ffadd407f2ee7464af1e2d3c8a	마왕염격파
ARTE_144_FULL	0037557C	08802D30	18bfaf86e4f7d5bdf7a1cf7a4609f12699dc8e3245b6e91c176a43cc01714253	마파 카레
ARTE_145_FULL	00375590	08802D25	acc49de5e8e51b8a6832600067f85a55617ea34122a8bec7978a2e6b667e41ec	명공참상검
ARTE_146_FULL	003755A4	08802D18	0bc4d70b60487b592d6dc0cc34041e6c553b62d04bebf3ca98d9ec42f959e6b8	미라클 보이스
ARTE_147_FULL	003755B8	08802CF0	2035e440766da12c10b2004c0398045cb79bbf3c8add5c8b3f94766566fec3e0	맹호연격파
ARTE_148_FULL	003755CC	08802CBC	e1b93b0b7a6ebfe8ee75f2beee462b4056d4ebed09482a90ce036742f05f7264	맹습검
ARTE_149_FULL	003755E0	08802C88	66dc50d68fc67e66cdb87cb5450097fdc5d8f890e4a330be9154ed9746fb7222	사이좋은 왈츠
ARTE_150_FULL	003755F4	08802C5E	2b68f9fc8026bc9edaebf2197dd15cf83a0a238ced2c9f76310a099a3df47550	자장가
ARTE_151_FULL	00375608	08802C3C	96b58b65e6aea5fd8baa73198f95182a65cc5d9bccddd06ccd2188096fdcbdcc	응원
ARTE_152_FULL	0037561C	08802C02	c82c68054e51de98c4789ba6caaae849031f3a7ebac1db00da507c9fdbb43199	패럴라이 볼
ARTE_153_FULL	00375630	08802BD8	318906c54fd40b7fdcfed76d06b132579e40cb2bce9368002a88eb6a369e1898	필리아 봄
ARTE_154_FULL	00375644	08802BAE	4823344ff6602a14e34bdfe30007716f086e850d9ff06a1199ac713e8d05fe4b	포이한
ARTE_155_FULL	00375658	08802B80	0090f68fd139a6ced64ca537296256c3436d2babdc645be9c5c0e63860642fd1	레이지 레이저
ARTE_156_FULL	0037566C	08802B5E	2793055d4bab673fb585777f683ff774e764a751c4730815442057cf26e70647	뇌전
ARTE_157_FULL	00375680	08802B2E	9b089c9ecc369ad9daad028a0ba962779081d4013dd39ed407d5c7c1b864fcb2	뇌신십연격
ARTE_158_FULL	00375694	08802B00	7192376790378b34c02b680e606ffabe62f43d632e85afcaf029dfe590b1630f	뇌신검
ARTE_159_FULL	003756A8	08802AF9	1f06b7cf3197f1eef789c8c5681ece283076aa2289f381529a2ca749ccd401e2	뇌신권
ARTE_160_FULL	003756BC	08802ACD	5dcf570c28886c9869c3cdb5899d114eed10643999b7bb66ba34fb57afcc1e4e	열공인
ARTE_161_FULL	003756D0	08802AA5	d068ae70a6055768d31cd927c7e2c39390cf7c3e013677bdb4c0ee08862f69c4	열공참
ARTE_162_FULL	003756E4	08802A8D	e47d65d3d551505166474b4dcebde90a3a4216a65f9f1426a3c75f5ba3ba27b4	연아탄
ARTE_163_FULL	003756F8	08802A51	27a24491b512239c8f9b6e8722989ceed21157cd0c3d4fb131e0ff8476b97134	열 마신검
ARTE_164_FULL	0037570C	08802A27	3debc84ee60e8c6f69f6c027098ccb64ba7da52c973e88fff198c7f8ffd0c22f	롬 숄더
ARTE_165_FULL	00375720	088029F3	12c3517d72b59b7ac6f09cf92e234e12b35b640a1f416bab2226c2707a024d32	아이템 훔치기
ARTE_166_FULL	00375734	088029D1	a9e415b035a00a1732bdf1c14fa1afdb0b867b7aab23d834ee61a120e49cb660	사미다레
ARTE_167_FULL	00375748	088029A5	3ad9b7715ce9ec8eabe4023587ec592addc0981b7024c6a768d0eb26d6f7d3ef	산화맹습각
ARTE_168_FULL	0037575C	0880297D	797558e7d3eafac14234ecc77041beea62c5ced632e02ac0ee6e355428b055b0	살극무황권
ARTE_169_FULL	00375770	08802951	38f03f2fc5f76d66d97063993b63230e557540ff0a656b139294c4cc0630aba8	삼산화
ARTE_170_FULL	00375784	0880292F	354c61901869a2e61212de806377f52d02ae0b6a6dc7ad0b214da32d28a29cab	서치 갈드
ARTE_171_FULL	00375798	08802917	2ce5b6a6bdeb45ce279ac61fb48281ab8d85e7a14b40b28363d88495253ecdc2	섬공열파
ARTE_172_FULL	003757AC	088028DF	a5bd26eea1af7ec437c4ee006780e987a7163d500d9dc445ca4cfe00ff16c9bf	섹시 포즈
ARTE_173_FULL	003757C0	088028BD	415875167d06560fdb87e3fc985d79db43ef0d52e3b8a6186130c8bcd28adcb7	마비 룸바
ARTE_174_FULL	003757D4	08802897	e08fd2c2b6178588a23a0cb50dd5120f6fb3b7ee7616b37703cfd341c1c6e4be	진공파참
ARTE_175_FULL	003757E8	08802865	5bb1109a51437890a5c40940fceb7f41ae8f1475c47668bb48599252c74a33cf	진천
ARTE_176_FULL	003757FC	08802831	04a7cbac2264aa3b9bfb6c36d5ba312d0d69a724236ecbbd0333452277e86019	질풍
ARTE_177_FULL	00375810	08802813	ed628e6c56bf2cbae9d22f52196f4ae8fe490dc9d312e9f45dd573f32b91a30b	시라누이
ARTE_178_FULL	00375824	08802808	2754f729d859f42742f5cc5188246be6db02e17aba794e98c70fa7f9b0b0f3f8	사후폭쇄진
ARTE_179_FULL	00375838	088027EA	70b9c52b395ea7f59dcf61ae282cae602150025ac27a493cc36e3aa6855097b2	사자전후
ARTE_180_FULL	0037584C	088027B2	02c6b19c5a89bfbfcf4aeba77f1b64ea76de18da20d8c33b6b71809f4f4b3bf5	사천멸살궁
ARTE_181_FULL	00375860	0880278E	330f376f1e0b0846297c52388c097b84077ba767bf3052610929a9582caf3dea	충파
ARTE_182_FULL	00375874	08802758	dfcf85a34d4d78eb4e22c5a11c78bcd760954412333d9b24d87623e80d5607fe	장저파
ARTE_183_FULL	00375888	08802722	450a533c5d3dbd6936e8a72618b9123bf5d43d8c1ac733757e563144e7dd5dbe	상우열공격
ARTE_184_FULL	0037589C	088026F6	1d8f8c7e64f5c40507583cf2c3add2075c368bb5f9764261bd034ef5a35215ae	취우
ARTE_185_FULL	003758B0	088026DA	796e7d92087eb54dce7ca82024555ade9a2820df765942e879958ce0b87918a1	집기법
ARTE_186_FULL	003758C4	088026A8	93eceb5afd67f5cd419a53572498ee9bfe95d3ba7932832775ea393971cbee57	스마일
ARTE_187_FULL	003758D8	08802684	c9ff3a557d0797f8c64da40e7afc81d298ec0b343100dce9c7c5a93611ca7587	스나이프 에어
ARTE_188_FULL	003758EC	08802656	fdf879b10471e4fa0957e7cd9a3fad9a9dcea14b69d57af1d7b8ad65d6d23ae3	뇌물
ARTE_189_FULL	00375900	0880262A	0945554f4cde205936da9731df2c28e5c649c5f659d0a56da2fe1e5e2ee57b2c	조룡연아참
ARTE_190_FULL	00375914	08802614	e9a6ebc230e08623e5477c5226330ed11dd6f077e73c0a35fd876330630b6f0e	조룡참광검
ARTE_191_FULL	00375928	088025EC	9323c35e72ac2d72c9425d1a6e6bd970c12986e6a6cdf4c1c130334444b59a7f	소생
ARTE_192_FULL	0037593C	088025DF	daf86704fbd77b3f42087b3c90006714815efb99d4401e47fd9f5809d3b138bc	스톱 플로
ARTE_193_FULL	00375950	088025DA	60a72339e061c40a28e2a39f4fac58da70dfe1417311974b308e334f594d8008	대아
ARTE_194_FULL	00375964	088025B6	4f2e8867f2defce58377447b03406dd5fd3675b1773091c65bb790db10f35841	테트라 어설트
ARTE_195_FULL	00375978	08802584	348fc6a846179e0d9ee9ebba9864bb6f014e63eb67251fbe7d17485a56e33b89	동아
ARTE_196_FULL	0037598C	0880255A	65f5ef5f47d6fe401c36153986b091700458240d79e32c8abf62bbb18733e0e2	썬더 소드
ARTE_197_FULL	003759A0	0880252E	0fe2186cdad2dc563e94065c1c92945aeda23ff725786f38b9e161cd277e9ea6	동인십연격
ARTE_198_FULL	003759B4	08802500	dbc97140c2031431f149f6f929b25ddfeef7495145aa09b504131018d1c732c7	특제 요리
ARTE_199_FULL	003759C8	088024D8	96cb85aaeb62f844514595b12a0b065701e5cca4ae99ff0853a7286a4820ceb3	도룡
ARTE_200_FULL	003759DC	088024A4	f8198d0977c4bc0c692a1a8b432a7a4acbe998d13405b559dc97001bda7ad14b	분신
ARTE_201_FULL	003759F0	0880246E	ce5d459da0f23632bc8827f4e074f3fec9bf67ba1dfb704789706aba354bfa10	왈큐리아 세이버
